Name,Play
Matt Nichols,singled to shortstop; J. Pistner advanced to second.
Michael Fischetti,lined out to p; J. Pistner out at second p to ss.
Jack Amirata,walked.
Matthew Vivona,struck out looking.
Brendan Laqui,singled to left field; J. Amirata advanced to second.
Jack Amirata,stole third.
Robert Murphy,"grounded out to p, SAC, RBI; B. Laqui advanced to second; J. Amirata scored."
Jack Burke,struck out looking.
Connor Stewart,to p for B. Trotta.
Will Stellato,grounded out to ss.
Jack Pistner,singled to right field.
Matt Nichols,walked; J. Pistner advanced to second.
Michael Fischetti,reached on a fielder's choice; M. Nichols out at second 2b to ss; J. Pistner advanced to third.
Matthew Vivona,singled to center field.
Brendan Laqui,"grounded out to p, SAC; M. Vivona advanced to second."
Robert Murphy,hit by pitch.
Robert Murphy,advanced to second on a passed ball; M. Vivona advanced to third.
Jack Burke,grounded out to 3b.
Will Stellato,grounded out to ss.
Jack Pistner,singled to first base.
Matt Nichols,singled to right center; J. Pistner advanced to third.
Adam Hicks,pinch hit for M. Fischetti.
Adam Hicks,popped up to 2b.
Matt Nichols,advanced to second on a wild pitch; J. Pistner scored.
Matthew Vivona,grounded out to p.
Brendan Laqui,flied out to rf.
Robert Murphy,singled to center field.
Liam Gregory,pinch hit for J. Burke.
Liam Gregory,singled to right field; R. Murphy advanced to second.
Will Stellato,walked; L. Gregory advanced to second; R. Murphy advanced to third.
Will Stellato,advanced to second on a wild pitch; L. Gregory advanced to third; R. Murphy scored.
Jack Pistner,"tripled to right center, 2 RBI; W. Stellato scored; L. Gregory scored."
Matt Nichols,"singled to right field, RBI; J. Pistner scored."
Adam Hicks,reached on a fielder's choice; M. Nichols out at second 1b to ss.
Matthew Vivona,"doubled to left field, RBI; Del Guercio advanced to third; A. Hicks scored."
Ben Leshgold,pinch hit for B. Laqui.
Ben Leshgold,"doubled to right field, 2 RBI; M. Vivona scored; Del Guercio scored."
Robert Murphy,hit by pitch.
Sean Stites,pinch hit for L. Gregory.
Sean Stites,singled to shortstop; R. Murphy advanced to second; B. Leshgold advanced to third.
Will Stellato,reached on a fielder's choice; S. Stites out at second ss to 2b.
Zach Klein,to p for S. Stites.
David Ruckman,to lf for M. Nichols.
Adam Hicks,to rf.
Tom Chanis,to c for B. Leshgold.
Jack Burke,singled to right field (2-2 KBSFB).
Jack Burke,"advanced to second on a wild pitch, advanced to third on a throwing error by c."
Will Stellato,"singled to right field, RBI (1-1 FB); J. Burke scored."
Will Stellato,"out at first p to 1b, picked off."
Jack Pistner,flied out to rf (3-2 BBBSSF).
Matt Nichols,tripled to center field (1-2 KFB).
Michael Fischetti,walked (3-2 BFBKBFB).
Matthew Vivona,walked (3-1 BBBKB); M. Fischetti advanced to second.
Jack Amirata,grounded out to 2b (1-1 BK).
Brendan Laqui,"struck out swinging, out at first c to 1b (1-2 KBKFS)."
Robert Murphy,walked (3-1 BBBKB).
Jack Burke,singled to center field (0-0); R. Murphy advanced to second.
Will Stellato,"singled to right center, RBI (0-0); J. Burke advanced to third; R. Murphy scored."
Jack Pistner,walked (3-0 BBBB); W. Stellato advanced to second.
Matt Nichols,"reached on a fielder's choice to shortstop, RBI (0-1 S); J. Pistner out at second ss to 2b; W. Stellato advanced to third; J. Burke scored."
Michael Fischetti,flied out to rf (1-2 FBF).
Matthew Vivona,flied out to rf (2-2 KBFFB).
Jack Amirata,singled to right field (2-1 BSB).
Brendan Laqui,hit by pitch (2-1 FBB); J. Amirata advanced to second.
Robert Murphy,walked (3-1 KBBBB); B. Laqui advanced to second; J. Amirata advanced to third.
Jack Burke,"hit by pitch, RBI (1-0 B); R. Murphy advanced to second; B. Laqui advanced to third; J. Amirata scored."
Will Stellato,"walked, RBI (3-1 BBFBB); J. Burke advanced to second; R. Murphy advanced to third; B. Laqui scored."
Jack Pistner,"reached on a fielder's choice to shortstop, RBI (1-2 SFBF); W. Stellato advanced to second on a fielding error by ss; J. Burke advanced to third; R. Murphy scored."
Matt Nichols,"flied out to rf, SF, RBI (0-2 KK); J. Burke scored, unearned."
Michael Fischetti,"doubled to left field, 2 RBI (3-2 BBBKF); J. Pistner scored, unearned; W. Stellato scored, unearned."
Michael Fischetti,advanced to third on a passed ball.
Matthew Vivona,walked (3-2 BKBFFBB).
Jack Amirata,struck out swinging (2-2 BBKKS).
Connor Stewart,to p for E. Mitnick.
Brendan Laqui,struck out looking (1-2 KKBK).
Robert Murphy,grounded out to 2b (2-1 BKB).
Jack Burke,walked (3-1 BKBBB).
Will Stellato,singled to third base (2-2 KBBS); J. Burke advanced to second.
Jack Pistner,"doubled to right field, RBI (1-0 B); W. Stellato advanced to third; J. Burke scored."
Matt Nichols,walked (3-1 BBKBB).
Michael Fischetti,"walked, RBI (3-2 KBFBBB); M. Nichols advanced to second; J. Pistner advanced to third; W. Stellato scored."
Dominick Balsamo,pinch hit for M. Vivona.
Dominick Balsamo,grounded out to 2b (1-0 B).
Alexey Stout,to 2b for D. Balsamo.
Zach Klein,to p for C. Stewart.
Jack Amirata,singled down the rf line (0-0).
Brendan Laqui,flied out to cf (1-0 B).
Jack Amirata,"out at second c to ss, caught stealing."
Robert Murphy,singled through the right side (3-2 BKFFFBFBF).
Jack Burke,"singled through the left side, advanced to second on the error, advanced to third on the throw (1-1 FB); R. Murphy advanced to second, scored on an error by lf, unearned."
Will Stellato,"singled to left field, RBI (0-0); J. Burke scored, unearned."
Jack Pistner,lined out to 1b (1-2 BFFF).
Matt Nichols,"struck out swinging, out at first c to 1b (0-2 KSS)."
Michael Fischetti,struck out looking (1-2 BKFK).
Alexey Stout,struck out swinging (1-2 FKBS).
Jack Burke,flied out to lf (1-1 KB).
Will Stellato,reached on a fielding error by ss (1-1 BF).
Jack Pistner,walked (3-1 BBBKB); W. Stellato advanced to second.
Matt Nichols,"singled through the right side, RBI (2-0 BB); J. Pistner advanced to second; W. Stellato scored, unearned."
Michael Fischetti,"doubled to right field, RBI (3-2 SSFBBB); M. Nichols advanced to third; J. Pistner scored."
Jack Amirata,"singled through the right side, RBI (1-2 KSFB); M. Fischetti advanced to third, out at home rf to c; M. Nichols scored."
Matthew Vivona,grounded out to 1b unassisted (2-1 BBK).
Brendan Laqui,flied out to lf (1-2 KBFFF).
Robert Murphy,singled to left field (2-1 BBK).
Jack Burke,"singled through the right side, advanced to second on the throw (0-2 KF); R. Murphy advanced to third."
Will Stellato,"flied out to rf, SF, RBI (0-1 F); J. Burke advanced to third; R. Murphy scored."
Jack Pistner,grounded out to 3b (0-1 S).
Matt Nichols,walked (3-2 FBKBBFB).
Michael Fischetti,reached on a fielder's choice to pitcher (0-1 K); M. Nichols out at second p to ss.
Jack Amirata,reached on a fielder's choice to second base (0-1 K); M. Fischetti out at second 2b unassisted.
Matthew Vivona,struck out swinging (1-2 KKBS).
Brendan Laqui,popped up to 2b (1-0 B).
Robert Murphy,lined out to 1b (1-2 BKF).
Jack Burke,flied out to lf (0-1 K).
Will Stellato,singled through the left side (1-1 BK).
Jack Pistner,flied out to cf (0-0).
Matt Nichols,reached on a fielder's choice up the middle (1-0 B); W. Stellato out at second ss to 2b.
Michael Fischetti,popped up to 3b (0-0).
Alex Bergen,to p for WilkieViscio.
Jack Amirata,grounded out to 2b (0-0).
Matthew Vivona,struck out looking (1-2 BKKK).
Brendan Laqui,hit by pitch (0-0).
Robert Murphy,singled to right field (3-2 KBBBK); B. Laqui advanced to third.
Jack Burke,grounded out to 2b (2-2 BBKF).
Will Stellato,grounded out to ss (1-0 B).
Jack Pistner,singled up the middle (3-1 BBBK).
Matt Nichols,struck out looking (2-2 BKSBK).
Michael Fischetti,grounded out to 1b unassisted (1-2 BFKF).
Jack Amirata,grounded out to 3b (2-2 BKBK).
Dominick Balsamo,pinch hit for M. Vivona.
Dominick Balsamo,grounded out to 2b (1-2 KKFB).
Adam Hicks,pinch hit for B. Laqui.
Adam Hicks,flied out to cf (1-0 B).
Alexey Stout,to 2b for D. Balsamo.
Brian Andersen,to c for A. Hicks.
Tommy Farrell,to p for A. Bergen.
Robert Murphy,grounded out to 2b (0-1 K).
Jack Burke,grounded out to ss (1-0 B).
Will Stellato,flied out to cf (0-1 K).
Jack Burke,struck out swinging (0-2 SFS).
Will Stellato,flied out to cf (2-2 KBBF).
Jack Pistner,singled to right field (2-1 BSB).
Matt Nichols,flied out to cf (1-0 B).
Michael Fischetti,lined out to p (1-0 B).
Jack Amirata,grounded out to 2b (1-1 KB).
Andrew McGowan,struck out looking (1-2 KBFK).
Brendan Laqui,flied out to cf (2-0 BB).
Robert Murphy,grounded out to 2b (3-2 BBBKKF).
Jack Burke,walked (3-0 BBBB).
Will Stellato,flied out to rf (2-1 BKB).
Jack Pistner,grounded out to 2b (0-1 K).
Matt Nichols,singled to center field (0-0).
Matt Nichols,stole second.
Michael Fischetti,walked (3-2 FBFBFBB).
Jack Amirata,flied out to lf (2-2 SFBB).
Andrew McGowan,fouled out to c (0-1 S).
Brendan Laqui,grounded out to 3b (1-1 BK).
Robert Murphy,flied out to lf (2-2 KFBB).
Jack Burke,doubled to left field (0-0).
Jack Burke,stole third.
Will Stellato,"singled to right center, RBI (3-2 BKKFBB); J. Burke scored."
Will Stellato,advanced to second on a passed ball.
Jack Pistner,intentionally walked (3-0 BBB).
Matt Nichols,"singled through the left side, RBI (1-1 BK); J. Pistner advanced to second; W. Stellato scored."
Michael Fischetti,struck out looking (2-2 KBBFK).
Ethan Mitnick,to p for Francesconi.
Jack Amirata,flied out to lf (2-1 BFB).
Dominick Balsamo,pinch hit for A. McGowan.
Dominick Balsamo,flied out to cf to right center (1-0 B).
Brendan Laqui,struck out swinging (2-2 BKBKS).
Matthew Vivona,to 2b for D. Balsamo.
Tyler Lizell,to p for E. Mitnick.
Robert Murphy,walked (3-0 BBBB).
Jack Burke,struck out swinging (2-2 BFBFFS).
Will Stellato,grounded out to ss (0-0); R. Murphy advanced to second.
Jack Pistner,struck out swinging (0-2 KFS).
Robert Murphy,out at first 1b to p (2-1 BKB).
Jack Burke,doubled down the rf line (3-2 BBKBK).
Jack Burke,stole third.
Jack Burke,scored on a wild pitch.
Jack Pistner,walked (3-0 BBBB).
Will Stellato,out at first p to ss to 1b (2-2 BBKK); J. Pistner advanced to second.
Jack Pistner,advanced to third on a wild pitch.
Matt Nichols,walked (3-2 SBFBFBFB).
Matt Nichols,advanced to second on a wild pitch; J. Pistner scored on a wild pitch.
Jack Amirata,flied out to cf (2-1 BBK).
David Ruckman,walked (3-2 BBKSFBB).
David Ruckman,advanced to second on a wild pitch.
Brian Andersen,walked (3-0 BBBB).
Brian Andersen,advanced to second on a balk; D. Ruckman advanced to third on a balk.
Brian Andersen,advanced to third on a wild pitch; D. Ruckman scored on a wild pitch.
Henry Smith,"singled through the left side, RBI (1-2 KSB); B. Andersen scored."
Robert Murphy,"grounded out to 3b, SAC (0-0); H. Smith advanced to second."
Jack Burke,doubled to right field (2-0 BB); H. Smith advanced to third.
Jack Pistner,"singled to center field, RBI (1-0 B); J. Burke advanced to third; H. Smith scored."
Will Stellato,"grounded out to p, SAC, RBI (0-0); J. Pistner advanced to second; J. Burke scored."
Jack Pistner,advanced to third on a wild pitch.
Matt Nichols,struck out looking (1-2 KKBK).
Jack Amirata,singled to center field (2-1 KBB).
David Ruckman,singled up the middle (1-0 B); J. Amirata advanced to second.
Brian Andersen,struck out swinging (1-2 KFBS).
Henry Smith,walked (3-0 BBBB); D. Ruckman advanced to second; J. Amirata advanced to third.
Robert Murphy,"singled to shortstop, RBI (1-2 KSB); H. Smith advanced to second; D. Ruckman advanced to third; J. Amirata scored."
Jack Burke,"singled up the middle, 2 RBI (1-2 FBFF); R. Murphy advanced to second; H. Smith scored; D. Ruckman scored."
Jack Pistner,"homered to right field, 3 RBI (3-2 KBBBFFFF); J. Burke scored; R. Murphy scored."
Will Stellato,flied out to lf (1-0 B).
Matt Nichols,singled up the middle (1-0 B).
Jack Amirata,walked (3-1 BKBBB); M. Nichols advanced to second.
David Ruckman,reached on a fielder's choice to shortstop (0-0); J. Amirata out at second ss to 2b.
Adam Hicks,to rf for M. Nichols.
Brian Andersen,singled through the left side (0-1 K).
Henry Smith,flied out to cf (1-0 B).
Robert Murphy,hit by pitch (1-1 BF); B. Andersen advanced to second.
Jack Burke,walked (3-1 KBBBB); R. Murphy advanced to second; B. Andersen advanced to third.
Jack Pistner,"singled down the rf line, 2 RBI (1-2 KBF); J. Burke advanced to third; R. Murphy scored; B. Andersen scored."
Will Roche,pinch ran for J. Pistner.
Will Stellato,"reached on a fielder's choice to shortstop, RBI (1-0 B); W. Roche out at second ss to 2b; J. Burke scored."
Adam Hicks,hit by pitch (0-0); W. Stellato advanced to second.
Will Roche,to 3b.
David Ruckman,flied out to cf (0-2 KFF).
Brian Andersen,singled to left field (2-2 BFFBF).
Liam Gregory,pinch hit for H. Smith.
Liam Gregory,singled through the right side (3-2 BKKFBBF); B. Andersen advanced to second.
Sean Stites,pinch ran for L. Gregory.
Robert Murphy,"singled to left field, RBI (1-1 BK); S. Stites advanced to second; B. Andersen scored."
Dominick Balsamo,pinch hit for J. Burke.
Dominick Balsamo,walked (3-1 KBBBB); R. Murphy advanced to second; S. Stites advanced to third.
Will Roche,"walked, RBI (3-2 KKBBBB); D. Balsamo advanced to second; R. Murphy advanced to third; S. Stites scored."
Ben Leshgold,pinch hit for W. Stellato.
Ben Leshgold,"flied out to cf, SF, RBI (0-2 FS); R. Murphy scored."
Adam Hicks,reached on a fielder's choice to shortstop (0-1 K); W. Roche advanced to second; D. Balsamo out at third ss to 3b.
Matt Carr,to lf for B. Leshgold.
David Ruckman,to cf.
Sean Stites,to 2b.
Tyler Hillson,to p for J. Weedon.
David Ruckman,hit by pitch (2-1 BBK); Del Guercio advanced to second.
Tom Chanis,pinch hit for B. Andersen.
Tom Chanis,struck out swinging (1-2 BKSS).
Sean Stites,reached on a fielder's choice to second base (0-0); D. Ruckman out at second 2b to ss; Del Guercio advanced to third.
Alexey Stout,pinch hit for R. Murphy.
Alexey Stout,lined out to p (0-2 KK).
Andrew McGowan,to ss for A. Stout.
Tom Chanis,to c.
Jack Rossi,to p for T. Hillson.
Robert Murphy,flied out to rf (3-2 KFBFBBF).
Jack Burke,flied out to rf (0-1 S).
Jack Pistner,singled to second base (2-2 KBFB).
Jack Pistner,"stole second, advanced to third on a throwing error by c."
Will Stellato,flied out to lf (1-2 BFKF).
Michael Fischetti,singled through the right side (3-2 KBBSFB).
Matt Nichols,flied out to cf (0-0).
Jack Amirata,popped up to ss (0-0).
Brendan Laqui,walked (3-1 BBBKB); M. Fischetti advanced to second.
Henry Smith,flied out to cf (0-1 K).
Robert Murphy,struck out looking (3-2 KBBKBFK).
Jack Burke,flied out to cf (3-2 BFBBS).
Jack Pistner,singled through the right side (1-1 BK).
Will Stellato,"doubled to left field, RBI (0-2 FF); J. Pistner scored."
Michael Fischetti,grounded out to 1b unassisted (1-2 KBFFF).
Matt Nichols,reached on a fielding error by 2b (3-2 BKKBB).
Matt Nichols,stole second.
Jack Amirata,"struck out swinging, reached first on a wild pitch (2-2 KKBBFS); M. Nichols advanced to third on a wild pitch."
Brendan Laqui,"out at first 1b to 2b, SAC, RBI (0-0); J. Amirata advanced to second; M. Nichols scored, unearned."
Henry Smith,grounded out to 3b (1-1 BK).
Alex Bergen,pinch ran for J. Amirata.
Robert Murphy,"singled to first base, RBI (3-2 BKFBFB); A. Bergen scored, unearned."
Jack Burke,singled to left field (0-1 K); R. Murphy advanced to second.
Jack Pistner,walked (3-0 BBBB); J. Burke advanced to second; R. Murphy advanced to third.
Will Stellato,flied out to cf (1-2 SFB).
Michael Fischetti,walked (3-2 KBBBFB).
David Ruckman,pinch ran for M. Fischetti.
Matt Nichols,walked (3-1 BBFBB); D. Ruckman advanced to second.
Matt Nichols,stole second; D. Ruckman stole third.
Brendan Laqui,"walked, RBI (3-2 KBFBBFB); Del Guercio advanced to second; M. Nichols advanced to third; D. Ruckman scored."
Brendan Laqui,advanced to second on a wild pitch; Del Guercio advanced to third on a wild pitch; M. Nichols scored on a wild pitch.
Henry Smith,"flied out to rf, SF, RBI (2-2 KFBFB); B. Laqui advanced to third; Del Guercio scored."
Brendan Laqui,scored on a passed ball.
Robert Murphy,walked (3-0 BBBB).
Jack Burke,struck out swinging (3-2 BBBKFFS).
Jack Pistner,walked (3-1 KBBBB); R. Murphy advanced to second.
Will Stellato,"singled to left field, RBI (0-0); J. Pistner advanced to second; R. Murphy scored."
Ben Leshgold,pinch hit for D. Ruckman.
Ben Leshgold,"doubled to left field, RBI (1-1 KB); W. Stellato advanced to third; J. Pistner scored."
Matt Nichols,"singled to third base, advanced to second on a throwing error by 3b, RBI (0-1 K); B. Leshgold advanced to third, scored on the error, unearned; W. Stellato scored."
Adam Hicks,to rf for J. Burke.
Matt Nichols,to lf.
Dominick Balsamo,pinch hit for B. Laqui.
Dominick Balsamo,singled through the right side (2-1 BKB).
Sean Stites,pinch ran for D. Balsamo.
Henry Smith,flied out to lf (1-0 B).
Sean Stites,advanced to second on a wild pitch.
Robert Murphy,walked (3-1 BKBBB).
Adam Hicks,reached on a fielder's choice to shortstop (2-2 KBBK); R. Murphy out at second ss to 2b; S. Stites advanced to third.
Will Roche,pinch hit for J. Pistner.
Will Roche,walked (3-1 BBKBB); A. Hicks advanced to second.
Liam Gregory,pinch hit for W. Stellato.
Liam Gregory,"hit by pitch, RBI (1-2 KFB); W. Roche advanced to second; A. Hicks advanced to third; S. Stites scored."
Ben Leshgold,to dh.
Ben Leshgold,"singled through the left side, 2 RBI (0-1 S); L. Gregory advanced to second; W. Roche scored; A. Hicks scored."
Matt Nichols,walked (3-0 BBBB); B. Leshgold advanced to second; L. Gregory advanced to third.
Matt Nichols,advanced to second on a wild pitch; B. Leshgold advanced to third on a wild pitch; L. Gregory scored on a wild pitch.
Matt Nichols,advanced to third on a wild pitch; B. Leshgold scored on a wild pitch.
Will Roche,to 3b.
Matt Carr,to lf for L. Gregory.
Matt Nichols,to cf.
Tom Chanis,to c for S. Stites.
Bruno Spadafora,to p for B. Trotta.
Robert Murphy,reached on a throwing error by p (0-1 K).
Jack Burke,flied out to cf to left center (1-0 B).
Robert Murphy,stole second.
Jack Pistner,walked (3-1 KBBBB).
Will Stellato,"doubled to right center, 2 RBI (0-1 K); J. Pistner scored; R. Murphy scored, unearned."
Michael Fischetti,walked (3-0 BBBB).
Jack Amirata,struck out swinging (1-2 BKKS).
David Ruckman,flied out to lf (2-1 BBK).
Brian Andersen,singled through the left side (3-1 BBKB).
Henry Smith,singled to left field (3-2 BBKBK); B. Andersen advanced to second.
Robert Murphy,"out at first 3b to 2b, SAC (0-1 K); H. Smith advanced to second; B. Andersen advanced to third."
Jack Burke,"struck out swinging, reached first on a wild pitch (2-2 BKFBS); H. Smith advanced to third on a wild pitch; B. Andersen scored on a wild pitch."
Jack Burke,stole second.
Jack Pistner,"flied out to cf, SF, 2 RBI (2-1 KBB); J. Burke scored; H. Smith scored."
Will Stellato,grounded out to ss (2-1 BKB).
Michael Fischetti,walked (3-1 BBFBB).
Jack Amirata,singled through the left side (0-2 KK); M. Fischetti advanced to second.
David Ruckman,"out at first c to 2b, SAC (0-1 K); J. Amirata advanced to second; M. Fischetti advanced to third."
Brian Andersen,struck out swinging (2-2 BBKKS).
Henry Smith,walked (3-2 KBBBKB).
Robert Murphy,"walked, RBI (3-0 BBBB); H. Smith advanced to second; J. Amirata advanced to third; M. Fischetti scored."
Jack Burke,"singled through the left side, 2 RBI (0-2 KF); R. Murphy advanced to second; H. Smith scored; J. Amirata scored."
Jack Burke,advanced to second on a wild pitch; R. Murphy advanced to third on a wild pitch.
Jack Pistner,walked (3-1 BKBBB).
Will Stellato,"hit by pitch, RBI (1-1 FB); J. Pistner advanced to second; J. Burke advanced to third; R. Murphy scored."
Michael Fischetti,"hit by pitch, RBI (2-2 BBKF); W. Stellato advanced to second; J. Pistner advanced to third; J. Burke scored."
Jack Amirata,"hit by pitch, RBI (2-2 BKBKFF); M. Fischetti advanced to second; W. Stellato advanced to third; J. Pistner scored."
David Ruckman,"singled through the right side, RBI (2-2 KSBB); J. Amirata advanced to second; M. Fischetti advanced to third; W. Stellato scored."
Brian Andersen,flied out to cf (0-2 KK).
Andrew McGowan,pinch hit for H. Smith.
Andrew McGowan,grounded out to ss (0-0).
Robert Murphy,flied out to lf (3-1 BBBK).
Dominick Balsamo,pinch hit for J. Burke.
Dominick Balsamo,walked (3-1 BBBKB).
Jack Pistner,grounded out to 2b (1-2 BSF).
Adam Hicks,to rf for D. Balsamo.
Jack Pistner,to 1b.
Matthew Vivona,to 2b for J. Amirata.
David Ruckman,to lf.
Andrew McGowan,to 3b.
Liam Gregory,pinch hit for W. Stellato.
Liam Gregory,walked (3-0 BBBB).
Ben Leshgold,pinch hit for M. Fischetti.
Matt Carr,pinch ran for L. Gregory.
Ben Leshgold,grounded into double play ss to 2b to 1b (0-0); M. Carr out on the play.
Matthew Vivona,grounded out to ss (1-2 FFB).
Matt Carr,to lf.
David Ruckman,to cf.
Will Roche,to 3b for A. McGowan.
David Ruckman,singled to right field (2-2 BKBF).
Alexey Stout,pinch hit for B. Andersen.
Alexey Stout,singled to left field (3-2 BFBSB); D. Ruckman advanced to second.
Will Roche,hit by pitch (0-0); A. Stout advanced to second; D. Ruckman advanced to third.
Jack Rossi,pinch hit for R. Murphy.
Jack Rossi,"grounded out to 1b unassisted, RBI (2-0 BB); W. Roche advanced to second; A. Stout advanced to third; D. Ruckman scored."
Adam Hicks,"reached on a fielding error by ss, RBI (2-2 KBFB); W. Roche advanced to third; A. Stout scored."
Matt Carr,struck out looking (0-2 SFK).
Jack Rossi,to ss.
Tom Chanis,to c for A. Stout.
Brett Townsley,to p for R. Wootten.
Jack Burke,lined out to cf (1-2 KBFF).
Jack Pistner,singled through the right side (0-2 KSF).
Will Stellato,struck out looking (3-2 BKFBBK).
Matt Nichols,struck out looking (1-2 KBFFK).
Michael Fischetti,grounded out to 2b (3-2 BFBKB).
Jack Amirata,hit by pitch (2-2 KKBB).
Henry Smith,struck out swinging (3-2 KKBBBS).
Brendan Laqui,struck out looking (1-2 KKBFK).
Robert Murphy,singled up the middle (1-2 KKBFF).
Jack Burke,flied out to cf (1-0 B).
Jack Pistner,flied out to cf (2-1 BFB).
Will Stellato,grounded out to p (1-0 B).
Matt Nichols,grounded out to ss (1-0 B).
Michael Fischetti,doubled down the lf line (0-1 F).
Jack Amirata,grounded out to 2b (0-1 S); M. Fischetti advanced to third.
Henry Smith,struck out swinging (1-2 SFBS).
Alex Bergen,to p for E. Mitnick.
Brendan Laqui,doubled to center field (1-0 B).
Robert Murphy,"singled, bunt (0-1 K); B. Laqui advanced to third."
Jack Burke,"singled up the middle, RBI (2-1 BBF); R. Murphy advanced to second; B. Laqui scored."
Jack Pistner,singled through the right side (2-2 BFBS); J. Burke advanced to second; R. Murphy advanced to third.
Will Stellato,grounded into double play ss to 2b to 1b (0-0); J. Pistner out on the play; J. Burke advanced to third; R. Murphy scored.
Matt Nichols,struck out swinging (1-2 KSBS).
Zach Klein,to p for A. Bergen.
Michael Fischetti,struck out looking (3-2 BFBKFBFK).
Jack Amirata,walked (3-1 KBBBB).
Henry Smith,popped up to 2b (1-0 B).
Brendan Laqui,hit by pitch (3-0 BBB); J. Amirata advanced to second.
Matt Carr,pinch ran for J. Amirata.
Robert Murphy,walked (3-2 KSBBBB); B. Laqui advanced to second; M. Carr advanced to third.
Jack Burke,flied out to lf (3-1 KBBB).
Jack Pistner,struck out swinging (2-2 BBKFS).
Will Stellato,fouled out to lf (1-1 KB).
Matt Nichols,grounded out to 3b (0-2 KS).
Michael Fischetti,singled to center field (0-1 F).
David Ruckman,pinch ran for M. Fischetti.
Adam Hicks,pinch hit for Del Guercio.
Adam Hicks,"grounded out to p, bunt, SAC (0-1 F); D. Ruckman advanced to second."
Dominick Balsamo,pinch hit for H. Smith.
Dominick Balsamo,flied out to lf (1-2 BFKF).
Brendan Laqui,"reached on an error by 2b, advanced to second (0-2 KSF); D. Ruckman scored, unearned."
Brendan Laqui,advanced to third on a wild pitch.
Robert Murphy,struck out looking (3-2 KBSFBFBK).
David Ruckman,to dh.
Will Roche,to 3b for A. Hicks.
Alexey Stout,to 2b for D. Balsamo.
Jack Pistner,to 1b.
Tyler Lizell,to p for Z. Klein.
Jack Burke,walked (3-1 BBBKB).
Jack Pistner,flied out to lf (1-1 SB).
Jack Burke,stole second.
Will Stellato,"doubled down the rf line, RBI (1-2 BFSF); J. Burke scored."
Matt Nichols,"struck out swinging, grounded out to c unassisted (0-2 SSS)."
David Ruckman,grounded out to p (0-2 KS).
Will Roche,to 3b for A. Stout.
Alexey Stout,to 2b for W. Roche.
Alexey Stout,singled to left center (0-1 F).
Will Roche,"grounded out to c, bunt, SAC (0-0); A. Stout advanced to second."
Brendan Laqui,grounded out to 2b (3-1 BBKB); A. Stout advanced to third.
Robert Murphy,grounded out to 1b unassisted (0-1 K).
Jack Burke,grounded out to 2b (0-0).
Jack Pistner,grounded out to ss (3-2 BKSBFB).
Will Stellato,doubled down the lf line (1-2 KKFB).
Will Stellato,"stole third, scored on a throwing error by c, unearned."
Matt Nichols,"struck out swinging, grounded out to c unassisted (1-2 KSBS)."
Jack Burke,"reached on an error by lf, advanced to second (1-1 BK)."
Jack Pistner,flied out to cf (2-1 KBB); J. Burke advanced to third.
Will Stellato,"lined out to cf, SF, RBI (1-2 KFB); J. Burke scored, unearned."
Michael Fischetti,grounded out to 2b (1-0 B).
Matt Nichols,walked (3-1 BFBBB).
Matt Nichols,"out at second c to ss, caught stealing."
Jack Amirata,walked (3-2 BKBBKB).
Alexey Stout,struck out looking (0-2 SKK).
Brendan Laqui,grounded out to ss (3-2 BKKBB).
Robert Murphy,walked (3-2 KBKBFBFFB).
Jack Burke,singled through the left side (0-1 S); R. Murphy advanced to second.
Jack Pistner,infield fly to 3b (2-0 BB); J. Burke advanced to second; R. Murphy out at third 3b to c.
Will Stellato,"doubled to center field, RBI (0-0); J. Burke scored."
Michael Fischetti,walked (3-1 BKBBB).
Matt Nichols,struck out looking (1-2 BKSK).
Jack Amirata,singled to first base (3-0 BBB).
Alexey Stout,walked (3-1 KBBBB); J. Amirata advanced to second.
Brendan Laqui,"reached on a fielder's choice, bunt (1-1 FB); A. Stout advanced to second; J. Amirata out at third p to 3b."
Robert Murphy,struck out swinging (1-2 KBKS); B. Laqui advanced to second; A. Stout advanced to third on a wild pitch.
Jack Burke,grounded out to ss (3-2 KBBFFFB).
Jack Pistner,struck out swinging (1-2 BKFS).
Will Stellato,flied out to cf (2-0 BB).
Michael Fischetti,struck out swinging (2-2 SSFFBFBS).
Zack Kucerka,to p for J. Rossi.
Connor Stewart,to p for Z. Kucerka.
Matt Nichols,struck out looking (0-2 KFK).
Jack Amirata,grounded out to 2b (0-2 KK).
Alexey Stout,reached on a fielding error by ss (3-2 KBKBFFB).
Brendan Laqui,struck out looking (2-2 BKKBK).
Brett Townsley,to p for C. Stewart.
Robert Murphy,lined out to 1b (2-2 KKBB).
Jack Burke,grounded out to ss (0-2 KF).
Jack Pistner,singled to center field (0-0).
Will Stellato,struck out looking (1-2 KBKK).
Bruno Spadafora,to p for B. Townsley.
Michael Fischetti,struck out swinging (3-2 BBKKFBS).
Adam Hicks,pinch hit for M. Nichols.
Adam Hicks,singled to left field (0-0).
Jack Amirata,walked (3-1 KBBBB); A. Hicks advanced to second.
David Ruckman,pinch ran for J. Amirata.
Andrew McGowan,pinch hit for A. Stout.
Andrew McGowan,"doubled to left field, RBI (1-2 SBK); D. Ruckman advanced to third; A. Hicks scored."
Henry Smith,pinch ran for A. McGowan.
Liam Gregory,pinch hit for B. Laqui.
Liam Gregory,"singled up the middle, 2 RBI (1-0 B); H. Smith scored; D. Ruckman scored."
